Default,term,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_high,inq_last_6mths,pub_rec,revol_bal,revol_util,total_acc,total_rec_int,recoveries,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,last_fico_range_high,last_fico_range_low,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,total_bc_limit
Charged Off,2,444.13,2,326,9,3,125000,1,9,10,357,4,6.2,0,231,754,2,0,4994,3.2,21,312.19,0,23,444.13,26,499,0,0,19150,3,1,1,2,5,14156,83,2,6,4500,11,158100,2,2,5,8,1197,152306,3.2,29,151,4,4,0,4,0,0,4,13,13,3,15,17,4,16,3,100,0,0,157300
Charged Off,2,320.23,4,572,1,3,40000,3,3,4,371,11,16.74,0,307,664,1,0,18114,100.6,17,1018.72,727.7,17,320.23,33,569,565,0,25438,1,1,0,0,118,7324,48,1,5,6364,76,18000,0,0,1,5,4240,0,100.4,183,177,6,6,0,14,6,0,4,4,9,5,5,12,5,6,1,94.1,100,0,17300
Fully Paid,1,625.9,1,121,7,2,120000,1,6,7,343,4,4.99,3,295,709,1,0,1801,2.5,31,1670.83,0,2,12930.2,34,729,725,0,12740,3,1,0,0,41,10939,49,3,6,1135,14,71600,0,0,1,6,796,63965,1.7,41,339,0,0,2,0,0,1,1,10,14,1,18,27,4,19,3,83.9,0,0,65100
Fully Paid,1,966.49,1,310,3,3,70000,2,2,3,138,10,17.18,0,11,729,1,0,31640,48.6,28,1090.83,0,17,27333.39,17,804,800,0,135003,1,1,1,1,12,24347,91,1,1,17645,61,65100,1,5,1,2,15000,32706,47.8,137,296,3,3,3,31,3,0,4,7,12,8,8,15,5,10,2,100,33.3,0,62600
Fully Paid,1,555.71,1,385,3,2,120000,1,2,3,318,5,14.88,1,240,714,0,0,41266,63.5,13,1994.47,0,16,555.52,16,769,765,0,170044,0,2,0,1,19,5568,45,0,1,25499,60,65000,0,0,0,2,24292,23734,63.5,66,385,22,19,3,22,5,0,4,4,6,4,4,6,4,7,0,100,25,0,65000
Fully Paid,1,159.4,2,335.5,3,1,74967,3,9,10,320,46,33.39,0,280,689,0,1,8770,58.5,35,89.72,0,23,4936.69,26,709,705,0,303889,1,5,0,3,14,57395,61,0,1,7865,60,15000,3,3,2,7,33765,2135,78.6,161,206,14,3,7,14,1,0,1,1,8,11,3,15,2,9,1,100,100,1,10000
Fully Paid,1,167.31,4,493,1,1,13000,1,2,3,234,19,34.07,1,253,679,1,0,3394,44.1,23,1341.22,0,16,167.1,9,619,615,50,39353,1,1,0,0,124,35959,74,1,2,0,44,7700,0,0,2,2,7871,5934,56.65,124,229,3,3,0,12,2,2,0,0,4,6,5,17,4,6,1,86.4,33.3,0,0
Fully Paid,1,193.05,2,51,6,1,85140,1,3,4,351,4,14.42,0,208,714,0,0,11210,57.5,12,314.02,0,17,5178.59,26,764,760,0,394173,2,2,1,3,5,24808,74,2,3,7306,62,19500,0,1,2,7,35834,5390,65.9,19,45,5,5,1,5,5,0,2,4,4,3,7,7,3,11,3,100,50,0,15800
Fully Paid,2,272.31,3,246,3,1,90000,1,3,4,351,4,12.62,0,21,664,0,1,8275,30.6,30,2494.33,0,31,8793,26,724,720,0,22151,1,3,2,3,2,13876,73,1,2,5130,48,27000,1,3,0,5,2215,7632,48.4,132,164,8,2,4,36,21,0,5,5,11,9,8,17,7,11,3,100,20,1,14800
Fully Paid,2,302.42,3,615,3,3,115000,1,4,6,323,3,9.9,0,47,704,0,0,16440,45.2,21,2733.79,0,34,8646.13,26,734,730,0,28645,2,2,2,5,2,12205,69,1,2,12477,53,36400,1,3,2,7,3183,17898,47,113,172,8,2,2,8,2,2,3,4,9,7,7,12,5,9,3,90.5,25,0,33800
Fully Paid,1,59.34,2,57,3,3,50000,1,9,10,60,30,20.38,0,125,664,0,0,10140,95.7,15,329.56,0,38,292.89,26,709,705,72,21440,0,3,0,3,17,11300,70,0,1,3761,80,10600,0,0,0,4,2382,233,97.7,71,167,22,17,0,22,20,0,5,5,9,4,6,11,6,9,0,93.3,100,0,10300
Fully Paid,1,158.64,4,483,3,3,114000,1,2,3,185,38,8.36,4,149,674,2,1,5153,44,40,1225.47,0,16,158.38,13,699,695,0,8108,2,1,0,1,16,2955,59,2,3,4903,44,11700,0,0,3,4,1621,3700,44,132,185,0,0,1,0,0,0,3,8,11,17,4,22,2,5,2,80,0,1,11100
Fully Paid,1,441.29,1,494,10,1,70000,1,3,4,120,24,16.32,0,151,699,1,0,14446,74.8,26,1433.06,0,6,957.34,16,799,795,0,243859,1,14,0,2,16,70424,94,1,2,6489,90,19300,1,0,3,5,11612,4752,74.3,149,149,3,3,1,17,3,0,4,5,6,16,6,9,6,21,2,96.2,60,0,18500
Fully Paid,1,183.86,1,451,7,3,70000,1,3,4,350,4,9.53,0,259,674,0,1,5814,45.1,18,544.01,0,5,4.12,8,689,685,0,21709,1,1,0,1,21,15895,80,2,3,2549,66,12900,1,0,0,4,2412,3383,62,134,157,2,2,0,10,16,1,3,4,7,6,8,11,5,9,2,100,25,0,8900
Fully Paid,1,722.75,4,365,9,1,180000,1,3,4,304,39,25.1,0,9,664,0,0,59126,92.1,30,3123.77,0,7,15283.34,26,744,740,418,277227,2,3,1,1,12,72335,88,2,3,25225,91,64200,0,0,0,4,23102,529,99,147,320,3,3,2,3,5,0,5,5,10,9,9,19,7,13,3,100,100,0,53700
Fully Paid,1,308.73,1,521,7,1,115000,1,3,4,15,35,23.26,0,178,719,0,0,25824,72.9,39,623.23,0,14,7236.91,31,714,710,0,391089,0,11,1,1,7,81500,61,2,2,12467,64,35400,3,0,2,5,24443,4362,84.4,158,162,11,7,5,12,7,0,3,3,5,25,5,9,4,17,4,100,66.7,0,27900
Fully Paid,2,773.79,3,476,10,1,92892,3,3,4,139,10,29.14,0,251,739,0,0,21449,65.2,39,10165.42,0,13,16469.98,16,744,740,0,223544,0,4,1,3,12,79434,83,0,0,14495,78,32900,1,10,1,3,18629,5976,77.4,148,253,35,12,2,42,12,0,2,4,10,22,8,15,3,13,1,100,50,0,26500
Fully Paid,1,791.2,2,301,5,3,56457,3,2,3,11,17,12.37,0,76,684,0,0,22849,86.5,6,4447.15,0,9,755.16,26,689,685,0,22849,0,0,0,0,12,0,74,0,0,8641,87,26400,0,0,0,0,4570,51,99.8,131.5,132,29,29,0,31,20,0,4,4,4,0,5,6,4,5,0,100,100,0,22900
Fully Paid,1,169.71,2,418,9,1,160000,1,3,4,290,39,8,1,244,664,1,0,8211,39.7,23,900.35,0,9,338,9,714,710,0,73435,2,0,0,0,58,0,74,3,3,6706,40,20700,2,2,7,3,12239,6489,55.9,126,337,3,3,4,4,0,8,3,3,12,3,4,16,3,6,3,50,33.3,0,14700
Fully Paid,1,557.93,3,442,1,3,50000,2,3,4,315,5,5.76,0,77,679,1,1,6920,40.7,30,2177.61,0,28,10636.64,9,609,605,723,113972,4,1,0,0,54,107052,74,7,7,3703,41,17000,0,1,2,7,12664,6385,48.9,120,116,3,3,0,3,5,3,3,3,15,6,9,24,6,10,7,90,0,0,12500
Fully Paid,1,332.1,3,198,9,3,40000,1,3,4,36,27,10.95,0,105,669,3,0,1252,27.2,7,1939.29,0,16,332.44,16,604,600,3774,7735,1,1,0,0,36,6483,51,1,1,841,45,4600,0,0,4,1,1934,3348,27.2,94,61,5,5,0,5,0,0,3,3,4,3,3,4,3,4,1,85.7,0,0,4600
Fully Paid,2,558.3,4,543,3,1,55000,1,3,4,230,19,22.34,1,149,669,1,0,39840,74.3,25,8846.88,0,32,153.79,26,674,670,0,210586,2,2,1,2,4,3624,35,1,1,9943,68,53600,0,7,1,3,23398,76,99.6,143,185,4,4,1,25,4,0,2,2,5,8,7,16,5,10,2,88,100,0,17200
Fully Paid,1,843.22,1,638,3,1,144000,3,3,4,260,12,29.88,0,269,719,0,0,82471,69,29,2244.56,0,22,6655.09,26,794,790,0,197858,1,2,0,1,4,109006,61,1,1,22333,69,119200,0,0,1,2,13190,12111,75,164,434,6,4,1,38,6,0,9,11,11,7,12,21,9,15,1,100,44.4,0,109000
Fully Paid,1,220.65,1,487,3,1,60000,1,2,3,182,38,20.68,0,309,729,0,0,4727,67.5,22,623.33,0,31,3196.17,26,729,725,0,39078,0,2,1,2,8,34351,85,0,1,4727,83,7000,0,1,2,4,13026,2273,67.5,129,159,16,8,1,55,8,0,1,1,7,9,1,12,1,3,1,100,0,0,7000
Fully Paid,1,597.78,3,105,11,3,41000,1,3,4,343,4,38.35,0,236,694,0,0,18982,61.8,20,3358.39,0,19,1752.75,26,714,710,58,51443,1,2,0,3,13,32461,80,2,3,5210,72,30700,1,0,0,6,4677,5690,76.2,41,79,2,2,0,17,13,0,5,5,7,5,10,15,6,12,2,100,60,0,23900
Fully Paid,1,261.26,1,277,2,2,30000,1,3,4,289,32,29.2,0,53,734,0,0,4008,46,13,1022.58,0,16,261.01,16,724,720,0,44202,0,5,1,1,9,40194,88,1,4,2330,46,8800,0,0,1,5,4911,2200,46,100,100,7,7,0,7,7,0,4,6,6,7,4,6,3,9,2,100,25,0,8800
Fully Paid,1,172.96,3,553,4,3,67000,2,2,3,81,34,31.08,0,281,674,2,0,16036,57.6,38,1246.12,0,13,3.93,13,634,630,0,123030,4,6,1,2,8,105520,73,3,7,4335,69,27100,1,0,6,11,6835,3516,73.3,194,106,2,2,0,23,2,3,3,3,4,25,10,11,10,18,6,93.9,0,0,10600
Charged Off,1,160.87,2,325,3,3,55000,1,3,4,356,4,10.93,0,151,669,1,0,6846,58,11,593.37,343.29,5,160.87,15,559,555,60,16016,0,1,0,0,34,9170,68,1,3,4621,64,11800,0,0,2,3,2669,3447,65.5,149,119,11,11,0,11,6,0,2,3,4,3,5,8,4,6,1,81.8,66.7,0,10000
Charged Off,1,79.12,2,96,7,1,60000,3,3,4,125,24,24.14,0,79,674,0,0,13450,62.6,22,355.05,163.29,37,79.12,25,559,555,0,178927,0,2,1,2,12,43182,88,1,2,4016,80,21500,1,0,3,5,17893,5224,65.2,92,96,9,9,1,21,9,0,3,5,6,6,7,15,5,10,2,100,60,0,15000
Fully Paid,1,451.73,1,625,11,2,60000,1,3,4,298,39,21.48,0,8,794,0,0,12370,15.7,16,1177.49,0,3,4443.59,3,814,810,0,23508,2,1,0,1,23,11138,45,2,3,6299,23,78800,0,2,0,4,2939,61230,16.8,141,332,0,0,0,2,5,0,3,6,9,5,7,11,3,8,2,100,0,0,73600
Fully Paid,1,193.67,2,517,11,1,64400,3,3,4,39,27,27.37,0,71,734,2,0,5633,17.7,40,399.56,0,33,4761.92,27,744,740,0,334235,2,3,2,3,9,70937,87,4,8,3889,56,31900,3,1,14,13,19661,14821,25.1,125,192,4,4,2,4,6,0,3,6,9,12,13,26,7,17,7,97.4,0,0,19800
Fully Paid,1,652.7,2,34,4,3,55000,3,3,4,250,12,22.58,0,155,674,1,0,23324,62.9,22,3466.95,0,16,652.39,9,744,740,0,47397,1,2,0,0,51,24073,74,2,3,8548,68,37100,0,0,2,3,4309,4040,81.5,101,101,6,6,0,17,6,0,5,5,6,11,9,11,8,11,2,100,60,0,21800
Fully Paid,1,208.42,3,348,3,3,110000,3,3,4,14,17,21.32,1,281,669,2,1,7047,38.4,37,105.88,0,10,6143.31,11,549,545,0,71368,5,5,4,6,1,64321,93,2,4,1928,82,18600,5,4,14,10,4198,4962,47.3,167,194,2,1,2,2,0,1,6,7,14,13,12,22,10,17,6,97.1,42.9,1,9200
Fully Paid,1,267.79,2,68,4,1,70000,2,3,4,140,10,12.96,0,121,694,0,0,4595,60.5,36,1100.52,0,12,3084.26,26,744,740,0,134707,0,3,1,1,9,108609,87,0,0,2055,81,7600,2,0,2,1,19244,3005,60.5,227,204,33,9,2,33,9,0,3,3,7,26,3,8,3,7,1,100,66.7,0,7600
Fully Paid,2,340.38,3,595,4,3,90000,1,3,4,366,4,21.17,0,45,714,0,0,18385,35,29,3521.69,0,25,10034.99,9,704,700,0,42952,3,3,1,3,10,24567,67,4,4,2701,48,52500,0,6,0,7,3304,3535,43.9,120,196,1,1,5,62,23,1,2,2,4,9,11,15,7,14,5,96.6,0,0,6300
Fully Paid,1,420.53,4,399,1,1,143000,2,3,4,361,4,3.61,1,231,699,1,0,6198,30.2,12,656.29,0,20,1000.45,26,699,695,0,356838,4,2,2,2,3,8749,89,2,2,2699,49,20500,1,0,3,4,44605,10311,35.6,3,151,3,3,2,3,3,1,3,3,5,2,5,8,4,8,4,72.7,0,0,16000
Fully Paid,1,968.73,3,327,10,1,60000,1,4,6,87,41,6.68,0,146,704,0,0,25166,48,19,6022.41,0,16,968.38,13,614,610,0,25166,0,0,0,0,98,0,74,2,2,9266,48,52400,0,0,1,2,3146,26254,44.6,125,233,8,8,0,8,8,0,6,8,11,5,9,13,7,9,2,100,42.9,0,47400
Fully Paid,1,150.58,1,379,3,1,60000,1,3,4,343,4,19.22,0,258,734,0,0,5832,16.9,19,79.51,0,1,4782.04,1,734,730,0,406338,0,1,0,1,20,31476,74,0,0,4320,17,34600,0,3,0,1,58048,28032,17.1,154,169,31,20,2,31,5,0,3,4,7,5,5,12,4,7,0,89.5,0,0,33800
Fully Paid,1,168.19,3,56,9,1,60000,1,4,6,103,41,30.24,2,131,689,2,0,11687,44.9,31,1041.83,0,9,1.31,13,664,660,0,41131,0,2,0,0,25,29444,63,2,2,7300,57,26000,0,1,3,2,4113,4570,63.4,83,95,9,9,1,9,4,0,2,3,11,7,8,22,6,9,2,90.3,33.3,0,12500
Fully Paid,2,700.55,3,310,3,1,120000,2,3,4,361,4,10.55,0,173,759,0,0,9374,25.5,20,8644.93,0,26,10596.15,26,784,780,0,549792,1,1,0,2,19,36026,74,1,1,9374,26,36800,2,0,1,4,91632,18126,34.1,139,222,11,3,2,102,5,0,1,2,5,6,5,12,1,7,2,100,0,0,27500
Fully Paid,2,615.86,4,290,3,3,165000,2,3,4,357,4,13.05,1,197,664,1,1,15347,79.1,38,1778.36,0,27,23809.41,26,649,645,0,59253,1,4,2,2,10,43906,82,3,4,5125,81,19400,0,0,4,6,4558,2843,82.5,143,189,4,4,2,4,4,0,6,7,15,11,9,24,8,13,5,96.3,57.1,1,16200
Charged Off,2,453.84,3,195,1,1,110000,3,3,4,303,39,23.89,0,88,674,2,0,28645,57,33,1612.56,1862.71,36,930.37,11,574,570,0,286847,3,2,1,1,5,49339,65,3,3,6863,57,50450,0,0,2,5,15935,4300,60,125,346,1,1,5,9,5,0,8,9,10,7,15,21,11,18,5,97,87.5,0,34400
Fully Paid,2,519.19,2,194,4,1,110000,3,3,4,227,19,20.82,0,162,739,0,0,26534,34.6,35,5368.84,0,6,13829.07,37,709,705,0,199389,2,4,3,4,4,33182,79,2,3,21439,50,76600,3,0,6,8,13293,44399,35.3,148,390,4,4,4,4,4,0,5,5,11,11,10,20,8,15,5,94.1,0,0,68600
Fully Paid,2,546.21,4,116,3,1,65000,1,3,4,58,30,12.74,2,33,664,0,0,8964,97.2,32,5542.45,0,5,17455.86,5,544,540,0,120551,0,2,1,3,9,11932,88,0,1,6960,92,9800,1,2,2,4,15069,236,97.2,81,376,18,9,4,18,3,5,4,5,18,6,6,21,4,9,1,75,100,0,9200
Fully Paid,1,291.13,1,223,3,1,126500,1,4,6,172,1,8.67,1,224,684,0,1,5951,18.8,47,976.04,0,13,3.92,16,584,580,50,264336,1,2,1,2,3,50834,65,3,7,3742,25,31700,1,0,5,10,22028,23082,20.4,186,235,7,3,8,7,3,2,3,5,11,8,10,29,4,14,4,88.6,0,1,29000
Fully Paid,1,631.26,2,467,3,1,98000,1,3,4,242,20,16.7,1,303,679,0,0,16876,71.8,30,1315.67,0,30,15597.75,13,554,550,0,308743,0,3,1,2,9,5179,27,0,0,6094,52,23500,2,0,1,2,28068,1624,91.2,113,243,28,9,5,28,9,0,5,5,10,13,6,12,5,11,1,90,100,0,18500
Charged Off,2,492.66,4,281,3,1,135000,2,4,6,291,39,26.92,0,120,689,4,0,49831,78,30,3067.13,2192.67,14,492.66,21,499,0,0,148848,1,5,2,3,5,48624,63,1,1,18528,70,63900,1,4,5,4,8269,11291,81.5,239,119,12,5,1,25,0,0,7,9,13,11,12,18,8,18,3,100,44.4,0,61100
Fully Paid,2,453.84,3,400,1,3,65000,1,2,4,11,17,16.93,0,277,739,0,0,17336,24.1,41,5917.64,0,16,10069.02,16,789,785,0,28351,1,6,1,2,6,11015,48,0,1,12721,30,71800,0,1,3,3,1772,50464,25.6,242,149,15,6,0,25,6,0,3,9,13,18,10,22,3,16,1,100,11.1,0,67800
Fully Paid,1,370.48,1,581,3,1,50000,1,2,3,113,41,20.12,0,124,794,0,0,12242,28.9,21,984.87,0,18,6698.36,26,764,760,0,135859,0,2,0,1,24,1713,9,1,1,7856,22,42400,0,0,0,2,13586,24550,31.8,127,179,11,11,1,52,5,0,2,4,9,3,10,17,4,13,1,100,0,0,36000
Fully Paid,1,336.37,3,475,3,1,65000,2,3,4,177,1,14.73,0,75,674,0,1,8358,48.3,22,1952.73,0,3,3225,22,714,710,0,31312,1,2,1,2,7,22954,87,2,4,2871,72,17300,1,4,5,6,2847,629,82,110,112,4,4,1,29,0,0,1,2,7,6,9,15,7,11,3,100,50,1,3500
Fully Paid,2,253.79,2,74,3,1,36500,1,3,4,134,36,18.91,0,3,809,0,0,5940,26.5,24,964.52,0,30,10696.74,13,739,735,0,106299,0,2,1,1,7,17141,82,0,1,1215,53,22400,0,3,0,2,11811,2685,31.2,105,428,24,7,2,52,5,0,1,1,6,7,7,15,5,10,1,100,0,0,3900
Fully Paid,2,242.81,1,468,10,1,75000,1,3,4,145,10,6.4,0,49,754,0,0,6873,59.8,10,1274.69,0,18,9160.1,18,744,740,0,213908,0,1,0,0,28,12402,112,0,0,6873,85,11500,0,0,0,0,53477,4627,59.8,111,148,99,28,2,115,5,0,1,2,4,3,2,5,1,4,0,100,50,0,11500
Fully Paid,1,225.16,4,291,2,3,41000,1,3,4,39,27,2.87,1,199,674,2,1,476,7,13,1666.46,0,16,224.93,26,624,620,0,476,1,0,0,0,95,0,0,3,4,258,7,6700,1,0,2,4,119,1567,10,135,165,5,5,0,12,0,0,3,4,6,5,4,8,2,4,3,77,0,1,4700
Fully Paid,1,458.95,4,10,5,3,32760,1,3,4,80,34,34.32,0,311,679,2,0,11472,38.1,30,3790.23,0,16,458.68,16,644,640,0,27300,5,2,1,2,5,15828,85,10,17,2541,56,30100,1,0,6,19,1300,12822,41.7,135,129,1,1,0,2,1,0,10,12,14,4,19,26,16,21,11,96.7,33.3,0,22000
Fully Paid,1,1196.05,3,599,3,2,121000,2,2,3,48,30,9.23,0,136,684,4,1,21876,34.8,87,4285.1,0,14,26196.56,26,684,680,0,35619,9,1,0,0,27,13743,51,11,24,2678,40,62900,0,4,7,24,1370,19824,25.5,88,377,1,1,0,10,0,0,3,9,44,6,26,80,5,26,11,100,22.2,1,26600
Charged Off,1,512.6,3,597,4,2,48000,2,2,3,330,29,31.29,0,28,674,0,0,3044,41.7,11,1194.57,722.98,36,512.6,33,514,510,2183,48714,4,2,2,3,6,45670,88,2,3,2919,83,7300,1,4,3,6,8119,956,76.1,56,33,5,5,0,5,6,0,2,2,3,6,4,5,2,6,4,100,50,0,4000
Fully Paid,2,506.21,4,240,3,3,60000,1,3,4,331,29,26.38,0,230,719,0,0,34612,39.7,20,545.58,0,23,20636.72,26,589,585,0,290278,1,1,0,0,29,30043,74,1,3,10427,40,87100,0,0,0,3,24190,40607,42.2,89,163,4,4,4,4,16,0,5,7,11,2,10,14,7,12,1,100,42.9,0,70300
Fully Paid,1,771.82,1,435,3,1,127000,2,4,6,295,39,25.48,1,241,729,0,0,18828,39.1,26,2799.05,0,32,767.54,26,754,750,216,128658,1,2,0,1,13,35281,63,1,2,5906,52,48200,0,6,0,3,14295,18785,37.2,160,373,5,5,3,5,23,0,4,4,10,6,7,17,6,10,1,96.2,0,0,29900
Fully Paid,2,366.88,5,244,3,3,115000,2,3,4,357,4,13.36,0,130,664,0,0,4916,48.2,11,3138.81,0,28,503.5,18,634,630,0,38073,1,3,3,4,7,33157,90,1,4,1506,81,10200,0,0,0,8,5439,471,88.8,101,107,6,6,0,6,18,0,3,3,4,6,4,5,4,7,4,90.9,66.7,0,4200
Charged Off,2,462.46,5,219,3,3,47000,3,6,7,243,20,22.09,0,96,684,1,1,6022,42,27,8466.02,0,9,462.46,13,539,535,0,77020,2,3,1,1,5,70998,98,5,6,1814,42,14350,0,0,2,7,7702,3167,50,136,214,4,4,3,9,5,0,3,6,8,9,7,15,5,10,6,81,33.3,1,9500
Fully Paid,1,159.36,3,402,5,3,22000,3,3,4,157,9,17.64,0,183,709,0,0,4192,26.7,19,847.13,0,31,14.34,26,684,680,0,16145,6,5,0,1,14,11744,76,6,6,1040,52,15700,0,0,2,9,1345,10486,23.5,102,88,2,2,0,2,12,0,5,5,6,7,6,10,6,12,8,100,0,0,13700
Fully Paid,1,157.82,2,335.5,3,2,25000,1,3,4,199,15,13.63,0,138,679,0,1,7259,20.1,24,682.38,0,35,627.42,31,694,690,784,7259,1,0,0,0,168,0,74,2,5,2593,20,36100,1,0,2,5,484,9328,35.7,170,341,1,1,0,12,8,0,3,3,4,2,17,22,10,17,2,100,33.3,1,14500
Fully Paid,1,415.11,3,76,4,1,92500,2,3,4,139,10,17.66,1,200,674,0,3,291,2.4,19,2944.09,0,16,439.99,26,684,680,0,25800,1,3,2,2,7,25509,58,3,4,133,46,187200,2,0,7,6,2150,10909,2.6,121,153,0,0,2,0,5,0,5,7,8,5,9,11,5,11,5,100,0,1,11200
Fully Paid,1,386.09,2,269,3,3,55000,2,3,4,92,18,12.61,1,312,664,0,0,5116,63.2,13,1612.06,0,8,5127.5,26,579,575,88,7963,0,1,0,0,27,2847,29,1,7,1930,44,8100,0,2,1,7,885,1949,65.8,54,111,12,12,0,13,2,2,6,6,9,2,8,11,8,9,1,76.9,16.7,0,5700
Fully Paid,1,463.09,1,259,2,1,117000,2,3,4,383,43,4.66,2,168,704,2,0,2976,20.4,13,1243.31,0,18,7963.75,26,649,645,0,658060,1,0,0,0,77,0,74,0,0,2976,20,14600,6,2,8,1,219353,11624,20.4,142,186,139,5,1,183,1,0,1,2,2,7,2,3,1,4,1,83.3,0,0,14600
Fully Paid,1,166.15,3,444,4,1,123000,1,3,4,166,9,25.6,0,113,689,0,0,4792,64.8,16,1007.31,0,29,1430.41,28,749,745,0,421365,1,3,2,3,3,42319,82,0,0,0,87,7400,1,0,2,3,60195,5934,56.65,142,331,105,3,2,12,0,2,0,0,1,6,2,6,2,7,2,81.2,33.3,0,0
Fully Paid,1,559.83,1,468,1,1,70000,2,2,3,270,21,16.82,1,124,694,0,0,19100,87.2,31,2135.13,0,16,559.8,13,749,745,0,148756,1,5,2,3,4,55721,87,0,1,11857,87,21900,0,0,0,4,16528,1418,91.1,175,179,24,4,4,24,5,0,2,2,5,12,4,15,3,10,2,96.8,100,0,15900
Charged Off,2,426.81,3,23,7,3,48000,2,3,4,316,5,19.76,5,175,664,1,1,3862,30.9,40,2652.44,3392.11,11,426.81,18,529,525,0,41300,1,3,0,1,23,37438,80,1,4,577,70,12500,0,0,1,5,2753,6289,13.8,148,198,0,0,0,18,0,1,2,7,18,9,12,31,5,15,1,87.5,14.3,1,7300
Charged Off,1,894.69,4,7,3,1,120000,1,3,4,168,1,21.33,2,261,664,0,1,35492,74.2,26,6337.15,1843,12,894.69,26,554,550,0,73675,3,1,0,1,16,38183,74,4,4,1559,74,47837,4,1,2,5,4334,1741,47.2,106,133,1,1,2,2,10,0,1,1,2,4,16,20,15,17,4,92.3,0,1,3300
Fully Paid,1,504.55,3,311,3,1,50000,1,3,4,231,19,13.92,0,50,669,4,0,14435,40.1,34,2842.86,0,12,1241.36,26,704,700,0,248016,2,1,0,0,28,6192,60,3,4,6038,45,36000,0,11,9,5,20668,8333,61.2,124,136,1,1,4,9,0,0,3,4,5,15,10,15,4,12,3,100,25,0,21500
Fully Paid,1,118.68,2,412,2,1,97000,2,1,2,257,12,18.93,1,77,664,1,1,7696,59.7,30,591.8,0,15,1467.9,15,704,700,0,245735,1,7,2,5,4,57530,89,2,3,1693,84,12900,0,0,4,9,15358,2092,71.7,118,120,8,4,2,8,4,0,6,6,10,16,8,12,8,16,5,93.1,33.3,1,7400
Fully Paid,1,1041.58,2,594,7,1,92250,3,9,10,87,41,20.68,0,289,739,1,0,12502,36.6,18,4231.94,0,29,9148.19,26,734,730,0,320452,1,3,0,2,16,27784,55,2,3,10387,47,34200,0,1,3,6,40057,20813,33.3,73,98,1,1,4,8,1,0,1,3,6,7,4,7,2,8,3,100,0,0,31200
Fully Paid,2,387.73,5,203,3,1,68000,3,3,4,238,44,31.36,1,153,689,1,1,5549,57,40,1141.62,0,20,14580.13,24,664,660,0,116969,4,5,3,5,3,80191,85,2,2,2472,57,9700,0,1,2,8,10633,2167,62,117,125,4,3,2,6,6,0,3,5,5,27,5,11,4,11,5,100,33.3,1,6500
Fully Paid,1,504.55,3,46,3,1,154000,1,3,4,34,27,35.77,1,93,734,3,0,19565,47,58,699.73,0,27,14132.41,13,599,595,0,625574,2,9,1,4,12,249265,61,2,3,7846,58,41600,1,0,3,7,31279,12002,44.2,155,250,1,1,5,5,1,0,6,6,15,28,10,24,8,20,3,79.3,0,0,21500
Fully Paid,1,248.15,4,630,4,1,30100,3,3,4,213,31,25.68,3,41,684,0,0,13663,64.8,30,1727.25,0,12,2571.89,25,749,745,0,112712,1,1,0,0,25,7239,66,3,5,1579,65,21100,1,0,2,5,9393,1916,52.1,125,244,5,5,5,14,8,1,2,2,6,3,11,22,9,13,3,80,50,0,4000
Fully Paid,1,1177.27,3,569,6,3,98000,2,3,4,267,21,18.93,0,147,694,0,0,40023,40.4,24,7318.95,0,16,1177.11,9,654,650,109,115692,0,2,1,1,9,75669,74,1,2,12066,40,99100,0,1,2,3,12855,46254,45.7,145,209,8,8,1,8,9,0,4,6,10,6,9,17,5,11,2,100,0,0,85200
Fully Paid,1,252.51,2,335.5,3,1,58000,1,2,3,348,4,5.9,0,58,734,0,0,42741,30.1,42,328.44,0,17,7075.32,31,669,665,0,308483,3,0,2,2,6,0,74,5,8,3095,30,61400,3,4,3,11,28044,10863,33.8,122,435,1,1,6,1,9,0,2,4,13,8,9,28,4,11,7,97.6,25,0,16400
Charged Off,1,664.2,3,198,10,1,40000,1,2,3,49,30,22.84,0,281,714,1,0,13519,22.6,65,2816.15,1490.66,18,664.2,8,499,0,0,21678,2,1,0,1,14,8159,68,7,17,4818,30,59700,0,1,3,18,1355,30804,30,194,137,2,2,0,2,2,0,6,10,27,7,17,57,8,18,7,100,10,0,44000
Fully Paid,2,379.98,5,570,1,1,80000,2,3,4,295,39,37.32,0,285,699,0,0,27510,62.1,39,488.97,0,23,14523.7,16,659,655,0,224733,2,4,2,5,6,66922,77,1,1,12854,72,44300,0,8,0,6,14982,10129,62.5,135,146,5,5,1,5,5,0,3,5,8,22,10,16,5,15,3,97.1,40,0,27000
