loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
4200,4200,4200,1,13.99,143.53,3,14,397,5,3,32000,2,1,2,9,11,183,38,31.02,0,265,705,709,2,50,NA,10,0,1294,11.7,16,2,0,0,5036.372797,5036.37,4200,836.37,0,0,0,15,1743.34,1,22,634,630,0,60,1,1,NA,NA,1,0,0,38865,2,6,2,5,1,37571,89,1,2,173,73,11100,3,3,3,7,3887,5422,3.2,0,0,73,72,6,1,0,6,NA,0,NA,1,2,4,2,2,8,4,7,4,10,0,0,0,3,87.5,0,0,0,53161,38865,5600,42061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
35000,35000,35000,2,20.5,937.06,5,24,190,11,1,120000,2,1,2,3,5,138,10,35.69,1,276,700,704,0,3,NA,25,0,13993,32.2,54,2,0,0,39312.22,39312.22,35000,4312.22,0,0,0,4,33789.51,1,28,749,745,0,NA,1,1,NA,NA,1,0,0,440222,2,9,2,5,3,223030,106,0,2,5063,82,43400,2,0,3,7,20010,11939,33.7,0,0,254,115,17,3,3,17,NA,6,NA,0,2,4,5,9,28,13,22,5,25,0,0,0,2,98.1,0,0,0,498200,240034,18000,211420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
5475,5475,5475,1,18.99,200.67,5,21,81,4,1,108000,3,1,1,3,5,167,9,33.47,4,71,670,674,2,15,NA,11,0,3045,41,27,2,0,0,4302.4,4302.4,2504.6,1393.48,0,404.32,72.7776,31,47.01,1,26,649,645,0,35,1,1,NA,NA,1,0,95,316524,4,4,2,3,1,118276,88,3,3,1086,41,7450,1,0,7,7,28774,1063,62,0,0,143,192,4,1,2,7,20,0,20,0,4,6,3,5,17,6,8,5,11,NA,0,0,6,78,75,0,0,337523,121321,4250,134612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,2,3,47.01,4,2,4,3,26,4,NA,3058.14,61.23,1,1,1,1,1,NA,NA,NA
6000,6000,6000,1,13.44,203.44,3,13,317,6,2,38700,2,1,2,3,5,127,24,23.26,0,251,690,694,1,NA,NA,4,0,1960,19.2,10,2,0,0,7282.365623,7282.37,6000,1282.37,0,0,0,19,1393.81,1,6,639,635,0,NA,1,1,NA,NA,1,0,133,38464,1,2,1,3,3,36504,91,0,1,1044,76,10200,8,0,3,4,9616,8240,19.2,0,0,98,253,15,3,0,15,NA,3,NA,0,2,2,2,2,7,2,3,2,4,0,0,0,1,100,0,0,0,50486,38464,10200,40286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
24000,24000,24000,1,9.17,765.1,2,7,14,4,1,75000,2,1,2,3,5,16,35,10.11,0,213,660,664,3,NA,47,14,1,11763,39.5,25,2,0,0,27505.01194,27505.01,24000,3505.01,0,0,0,16,732.08,1,16,704,700,0,NA,1,1,NA,NA,1,0,0,20031,2,1,0,1,16,8268,64,2,5,5200,47,29800,1,0,3,6,1541,9037,55,0,0,136,367,1,1,3,14,NA,1,NA,0,4,5,5,11,3,13,19,5,13,0,0,0,2,100,40,1,0,42800,20031,20100,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,12.88,336.37,3,12,626,2,3,60000,3,1,2,3,5,383,43,3.3,0,309,715,719,0,NA,NA,5,0,6727,64.1,42,2,0,0,10665.53,10665.53,10000,665.53,0,0,0,17,9001.57,1,21,759,755,0,NA,1,1,NA,NA,1,0,0,6727,1,0,2,2,9,0,NA,5,9,5756,64,10500,1,0,3,12,1682,2773,70.8,0,0,159,132,1,1,2,1,NA,7,NA,0,2,2,4,23,4,5,36,3,5,0,0,0,7,100,33.3,0,0,10500,6727,9500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
6900,6900,6900,1,19.89,256.05,5,23,600,4,3,80000,2,1,2,3,5,45,30,9.57,0,181,665,669,3,38,NA,10,0,4091,35.9,16,2,0,0,8990.022858,8990.02,6900,2090.02,0,0,0,25,2607.83,1,26,664,660,0,38,1,1,NA,NA,1,0,0,4091,3,0,0,0,46,0,NA,7,8,1179,36,11400,0,0,3,8,409,3408,31.8,0,0,81,126,1,1,0,1,NA,1,NA,1,3,8,4,5,3,10,13,8,10,0,0,0,7,87.5,25,0,0,11400,4091,5000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
15975,15975,15975,1,16.59,566.3,4,17,172,7,1,58800,1,1,2,3,5,338,4,20.45,0,175,665,669,1,29,NA,11,0,9196,71.8,23,2,0,0,16765.51,16765.51,15975,790.51,0,0,0,1,15662.52,1,7,694,690,0,55,1,1,NA,NA,1,0,0,10916,1,1,0,2,13,1720,34,2,2,2417,61,12800,2,0,2,4,1092,1388,83.7,0,0,125,198,1,1,1,1,30,0,29,1,6,9,6,9,4,10,17,9,11,0,0,0,2,59.1,66.7,0,0,17800,10916,8500,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
21600,21600,21600,1,13.44,732.38,3,13,319,12,1,54000,3,1,2,3,5,239,44,17.64,0,177,690,694,1,NA,NA,9,0,26438,60.8,30,2,0,0,26325.16251,26325.16,21600,4725.16,0,0,0,16,732.18,1,9,734,730,0,NA,1,1,NA,NA,1,0,0,143634,0,1,0,1,13,23747,85,1,1,10748,70,43500,1,0,1,2,17954,14061,58.6,0,0,125,174,7,7,6,85,NA,1,NA,0,4,5,4,11,4,7,20,5,9,0,0,0,1,100,50,0,0,170474,50185,34000,27974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
14400,14400,14400,2,19.48,377.36,5,22,258,6,3,73320,2,1,1,3,5,57,30,17.02,0,263,660,664,0,NA,NA,9,0,12105,96.8,19,2,0,0,2525.45,2525.45,588.54,881.94,0,1054.97,189.8946,27,377.36,1,19,569,565,0,NA,1,1,NA,NA,1,0,67,42894,2,2,1,3,5,30789,96,2,3,2106,96,12500,0,0,0,6,4766,0,101.7,0,0,101,109,4,4,0,28,NA,15,NA,0,3,6,3,4,9,7,10,6,9,0,0,0,3,100,100,0,0,44621,42894,5700,32121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
8000,8000,8000,1,13.99,273.39,3,14,193,2,3,42000,1,1,2,9,1,375,33,23.26,0,234,705,709,1,NA,NA,8,0,4414,40.5,10,2,0,0,9835.590735,9835.59,8000,1835.59,0,0,0,16,273.24,1,16,724,720,0,NA,1,1,NA,NA,1,0,0,40965,3,2,1,2,6,36551,92,3,6,1721,81,10900,0,1,3,8,5121,5220,38.6,0,0,14,115,5,5,0,5,NA,5,NA,0,3,4,4,5,2,6,8,4,8,0,0,0,4,100,25,0,0,50625,40965,8500,39725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
7000,7000,7000,1,13.99,239.21,3,14,383,5,3,83000,2,1,2,3,5,84,8,21.96,0,259,680,684,0,NA,NA,11,0,17866,83.1,28,2,0,0,8542.44206,8542.44,7000,1542.44,0,0,0,22,1858.16,1,13,729,725,0,NA,1,1,NA,NA,1,0,0,77240,0,4,2,2,8,59374,87,2,3,5904,85,21500,1,3,5,5,7022,763,95.2,0,0,157,107,12,8,0,21,NA,9,NA,0,4,6,4,13,12,7,16,6,11,0,0,0,4,100,100,0,0,87124,77240,15800,65624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20000,20000,20000,1,10.78,652.7,2,9,199,2,2,55000,1,1,2,3,5,171,1,36.94,0,260,740,744,1,NA,12,18,1,24365,43,32,2,0,0,23390.24025,23390.24,20000,3390.24,0,0,0,9,503.38,1,26,804,800,0,NA,1,1,NA,NA,1,0,0,60903,3,3,1,1,2,36538,59,2,5,6383,51,56700,1,2,2,6,3384,23691,49.5,0,0,140,145,2,2,0,2,NA,2,NA,0,8,10,9,10,12,15,20,10,18,0,0,0,3,100,11.1,0,1,118711,60903,46900,62011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
25825,25825,25825,2,26.06,774.14,6,29,104,9,3,68000,3,1,1,3,5,89,18,31.68,0,125,675,679,1,73,NA,18,0,20769,69.7,33,2,0,0,3940.5,3940.5,881.43,2146.66,0,912.41,164.2338,20,25,1,33,679,675,0,NA,1,1,NA,NA,1,0,0,72831,2,4,2,6,3,52062,87,1,2,2739,77,29800,1,7,1,9,4855,1661,62.2,0,0,116,167,1,1,0,1,NA,1,NA,0,1,3,3,5,14,13,18,4,18,0,0,0,4,97,33.3,0,0,94599,72831,4400,59915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
24575,24575,24575,2,22.45,685.04,6,26,540,4,1,92000,3,1,2,3,5,210,31,24.16,0,253,725,729,0,NA,NA,8,0,25225,79.3,27,2,0,0,35351.17383,35351.17,24575,10776.17,0,0,0,3,17616.76,1,3,704,700,0,NA,1,1,NA,NA,1,0,0,103632,2,3,2,3,2,55161,92,0,2,11308,88,31800,3,0,5,5,12954,2292,88.8,0,0,229,197,18,2,3,18,NA,3,NA,0,2,3,2,9,10,4,14,3,8,0,0,0,2,100,100,0,0,149185,80386,20400,59885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
3200,3200,3200,1,8.49,101.01,2,6,145,4,3,30407,1,1,2,7,9,241,20,20.61,0,98,710,714,0,36,NA,5,0,1061,30.3,13,2,0,0,3601.086338,3601.09,3200,401.09,0,0,0,25,983.41,1,3,699,695,0,NA,1,1,NA,NA,1,0,0,7804,0,2,0,1,21,6743,67,1,1,214,57,3500,0,0,1,2,1561,1286,14.3,0,0,66,190,7,7,0,62,36,7,36,0,1,2,2,6,6,3,7,2,4,0,0,0,1,92.3,0,0,0,13587,7804,1500,10087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
22875,22875,22875,2,15.77,553.49,4,16,50,4,1,137000,1,1,2,3,5,340,4,32.3,0,109,700,704,0,NA,NA,22,0,44174,45.8,62,2,0,0,30754.3087,30754.31,22875,7879.31,0,0,0,35,13092.73,1,26,794,790,0,NA,1,1,NA,NA,1,0,0,883789,2,4,2,3,7,208715,80,5,7,11599,55,96500,1,0,5,13,40172,32399,51.6,0,0,138,707,4,4,5,4,NA,5,NA,0,10,13,10,13,28,17,29,13,22,0,0,0,9,100,30,0,0,952233,252889,66900,221831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
35000,35000,35000,1,13.44,1186.72,3,13,6,2,1,125000,2,1,2,3,5,242,20,24.19,0,182,710,714,0,NA,NA,15,0,47300,51.9,26,2,0,0,40803.98159,40803.98,35000,5803.98,0,0,0,18,20564.41,1,18,819,815,0,NA,1,1,NA,NA,1,0,0,521496,0,2,1,2,9,70178,76,3,3,24033,60,91100,0,1,2,6,37250,37800,55.6,0,0,91,114,9,9,8,9,NA,9,NA,0,3,3,7,8,6,10,12,3,15,0,0,0,5,100,42.9,0,0,594147,117478,85100,80441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2400,2400,2400,1,17.27,85.89,4,18,361,5,1,52000,3,1,2,4,7,217,13,28.38,1,150,670,674,1,18,41,16,1,7763,41.5,18,2,0,0,2990.157573,2990.16,2400,590.16,0,0,0,8,1106.34,1,31,689,685,0,62,1,1,NA,NA,1,0,0,42039,4,4,2,4,3,34276,81,3,5,1309,69,18700,3,0,5,9,2803,6662,43.1,0,0,33,173,1,1,0,3,NA,3,18,1,7,11,8,8,5,12,12,11,16,0,0,0,5,88.9,28.6,0,1,61191,42039,11700,42491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
25000,25000,25000,1,7.49,777.55,1,4,1,1,1,132000,1,1,2,3,5,235,19,13.83,0,30,745,749,1,NA,NA,14,0,33231,48,32,2,0,0,27965.41357,27965.41,25000,2965.41,0,0,0,16,777.17,1,9,734,730,0,NA,1,1,NA,NA,1,0,0,78666,1,3,3,4,1,17405,58,0,2,12966,51,69200,4,13,4,6,5619,22487,53.2,0,0,77,496,19,1,3,19,NA,1,NA,0,1,3,4,10,11,9,17,4,14,0,0,0,3,100,50,0,0,137788,50636,48100,30190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
8800,8800,8800,1,12.88,296,3,12,169,5,3,55000,1,1,2,2,4,1,17,35.52,0,107,715,719,2,NA,NA,20,0,11331,37.5,29,2,0,0,10626.44117,10626.44,8800,1826.44,0,0,0,35,1170.18,1,26,709,705,0,NA,1,1,NA,NA,1,0,0,95330,3,15,5,8,3,83999,88,2,3,5496,76,30200,5,0,9,11,4767,11169,50.4,0,0,67,70,6,3,0,24,NA,2,NA,0,3,3,4,7,19,5,10,3,20,0,0,0,7,100,0,0,0,126203,95330,22500,96003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2500,2500,2500,1,11.48,82.42,2,10,1,1,3,16488,1,1,2,3,5,25,6,38.06,0,262,770,774,1,NA,NA,12,0,2469,8.2,18,2,0,0,2962.969249,2962.97,2500,462.97,0,0,0,16,82.26,1,26,684,680,0,NA,1,1,NA,NA,1,0,0,20449,0,2,1,2,8,17980,85,0,3,2368,40,30100,4,0,9,5,2045,18432,11.4,0,0,121,104,18,8,0,20,NA,0,NA,0,1,2,4,6,5,8,11,2,12,0,0,0,1,100,0,0,0,51341,20449,20800,21241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
8000,8000,8000,1,5.32,240.92,1,1,499,3,3,50000,1,1,2,2,4,225,19,14.86,1,259,715,719,0,6,NA,21,0,6452,35.1,64,2,0,0,8198.14,8198.14,8000,198.14,0,0,0,17,6999.45,1,17,754,750,0,NA,1,1,NA,NA,1,0,0,53525,2,12,4,6,3,47073,86,0,1,4265,73,18400,1,1,0,7,2817,6100,51.2,0,0,157,157,15,3,0,15,6,16,6,0,2,2,4,14,36,9,28,3,21,0,0,0,4,96.8,0,0,0,73375,53525,12500,54975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
20000,20000,20000,1,11.99,664.2,3,11,435,4,1,78000,1,1,1,3,5,172,1,27.1,0,71,705,709,0,NA,NA,15,0,40405,48.2,37,2,0,0,17622.83,17622.83,12522.42,3417.2,33.21,1650,297,22,50,1,26,579,575,0,NA,1,1,NA,NA,1,0,0,290569,0,1,0,1,21,22086,74,1,3,9404,55,83800,1,6,3,6,19371,29902,56.3,0,0,146,192,12,12,6,12,NA,0,NA,0,8,11,8,9,10,12,20,11,15,0,0,0,1,100,50,0,0,346262,62903,68400,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,2,9,2,14,3513,45.01,16
35000,35000,35000,2,12.88,794.21,3,12,136,4,1,110000,2,1,1,6,8,93,18,13.39,0,60,695,699,0,31,NA,19,0,23315,47.2,32,2,0,0,25266.06,25266.06,6770.96,5092.1,0,13403,2412.54,2,794.21,1,34,624,620,0,NA,1,1,NA,NA,1,0,1443,318752,1,1,0,0,63,5927,NA,3,5,3690,47,49400,0,2,0,5,17708,13593,35.6,0,0,100,384,2,2,2,2,NA,13,NA,0,6,12,8,12,3,17,27,13,19,0,0,0,3,96.9,0,0,0,405622,29242,21100,41421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,2,11,4,16,13403,45,18
15000,15000,15000,1,7.49,466.53,1,4,1,1,1,45000,3,1,2,3,5,340,4,10.67,3,118,710,714,0,12,NA,10,0,16173,43.5,20,2,0,0,16435.96906,16435.97,15000,1435.97,0,0,0,37,7587.5,1,26,754,750,0,NA,1,1,NA,NA,1,0,0,194062,0,0,0,0,275,0,NA,0,1,4517,44,37200,1,0,1,1,24258,15785,30.5,0,0,275,182,18,18,2,27,12,5,12,0,2,4,5,11,1,9,17,4,10,0,0,0,0,85,0,0,0,226200,16173,22700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
16000,16000,16000,1,15.77,560.7,4,16,419,3,1,70000,1,1,1,3,5,39,27,8.78,0,201,705,709,1,NA,NA,7,0,15986,76.1,25,2,0,0,19028.76,19028.76,14888.33,4140.43,0,0,0,32,560.7,1,26,544,540,0,NA,1,1,NA,NA,1,0,0,178477,1,1,1,1,11,15051,88,2,4,6822,82,21000,0,0,2,5,25497,4714,77.2,0,0,122,141,4,4,1,4,NA,4,NA,0,4,4,4,13,2,5,21,4,7,0,0,0,3,100,75,0,0,195530,31037,20700,17030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10800,10800,10800,2,13.99,251.25,3,14,346,6,3,40000,2,1,2,3,5,159,9,26.13,0,281,665,669,0,29,76,7,2,8192,71.2,14,2,0,0,12951.64577,12951.65,10800,2151.65,0,0,0,5,8450.13,1,5,714,710,0,NA,1,1,NA,NA,1,0,0,25378,0,2,0,2,14,17186,71,0,0,6186,71,11500,1,0,1,2,3625,1749,81.6,0,0,136,72,30,14,0,49,NA,9,29,0,3,4,4,6,5,5,8,4,7,0,0,0,0,92.9,50,2,0,35584,25378,9500,24084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
7500,7500,7500,1,17.97,271.04,4,19,389,4,2,15000,2,1,2,3,5,153,9,37.2,0,44,685,689,0,NA,84,8,1,7933,66.7,14,2,0,0,8219.46,8219.46,7500,719.46,0,0,0,4,6611.94,1,17,679,675,0,NA,1,1,NA,NA,1,0,0,15043,0,1,0,0,32,7110,55,1,1,2891,61,11900,0,1,1,1,2149,239,95.4,0,0,94,208,8,8,0,28,NA,11,NA,0,3,6,3,6,2,6,11,6,8,0,0,0,1,100,66.7,1,0,24826,15043,5200,12926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
16000,16000,16000,1,10.78,522.16,2,9,57,8,3,63000,1,1,1,3,5,44,30,35.19,0,78,670,674,1,NA,NA,12,0,20672,46,22,2,0,0,4387.31,4387.31,2322.17,786.83,0,1278.31,230.0958,17,522.16,1,34,594,590,0,NA,1,1,NA,NA,1,0,0,68741,1,3,3,4,1,47691,90,0,0,7630,66,44900,1,0,3,4,5728,18097,53.2,0,0,101,108,31,1,0,42,NA,4,NA,0,5,5,6,10,7,8,14,6,12,0,0,0,3,100,50,0,0,103887,68741,38700,53271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
9000,9000,9000,1,5.32,271.04,1,1,15,4,1,49000,1,1,2,2,4,350,4,21.63,0,248,755,759,0,32,NA,18,0,8775,11.7,29,2,0,0,9381.76,9381.76,9000,381.76,0,0,0,7,6678.01,1,14,759,755,0,NA,1,1,NA,NA,1,0,0,51250,0,1,0,0,141,42475,NA,2,4,3402,12,75100,0,0,0,4,2847,38057,17.1,0,0,148,289,8,8,0,8,32,16,32,0,6,11,7,11,2,17,27,11,18,0,0,0,2,96.4,0,0,0,129026,51250,45900,53926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
9500,9500,9500,1,15.77,332.92,4,16,323,4,3,28000,1,1,2,9,1,224,19,27.95,0,25,695,699,0,NA,NA,7,0,1844,55.9,14,2,0,0,10350.38,10350.38,9500,850.38,0,0,0,4,8373.67,1,25,779,775,0,NA,1,1,NA,NA,1,0,0,14767,2,3,1,3,6,12923,62,2,3,791,61,3300,0,4,4,6,2110,459,69.4,0,0,116,94,6,6,0,6,NA,6,NA,0,2,3,2,4,8,4,6,3,7,0,0,0,3,100,50,0,0,24105,14767,1500,20805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
10000,10000,10000,1,7.91,312.95,1,5,345,5,2,25000,1,1,1,3,5,340,4,29.91,0,290,740,744,0,NA,NA,16,0,9053,22.9,30,2,0,0,8334.56,8334.56,4731.82,873.74,0,2729,491.22,21,350,1,26,659,655,0,NA,1,1,NA,NA,1,0,0,22263,1,3,1,1,9,13210,91,2,5,2923,41,39500,1,1,2,6,1590,17888,23.6,0,0,53,86,4,4,0,12,NA,8,NA,0,4,7,5,11,4,13,26,7,16,0,0,0,3,100,0,0,0,54000,22263,23400,14500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,2,6,4,15,2729,50,8
6000,6000,6000,1,7.91,187.77,1,5,600,4,1,49000,1,1,2,3,5,315,5,17.92,0,261,795,799,0,NA,NA,10,0,2212,4.4,16,2,0,0,6463.981301,6463.98,6000,463.98,0,0,0,24,4025.61,1,31,794,790,0,NA,1,1,NA,NA,1,0,0,274367,2,2,0,1,23,15756,45,2,5,1600,21,50500,0,0,0,6,27437,19900,7.4,0,0,114,133,2,2,1,17,NA,NA,NA,0,1,4,4,6,3,7,12,4,10,0,0,0,2,100,0,0,0,371400,17968,21500,34720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
15600,15600,15600,2,13.44,358.48,3,13,374,4,1,52000,1,1,2,6,8,58,30,15.37,0,93,720,724,1,NA,NA,6,0,12329,69.3,13,2,0,0,18519.6318,18519.63,15600,2919.63,0,0,0,5,12096.11,1,37,729,725,0,NA,1,1,NA,NA,1,0,0,96594,1,1,0,1,24,9480,73,1,1,4132,71,17800,1,1,2,2,16099,168,96.1,0,0,24,250,3,3,3,33,NA,3,NA,0,1,3,1,5,1,4,9,3,6,0,0,0,1,100,100,0,0,139800,21809,4300,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
